rating,average_age
8.6,32.33333333333326
8.6,32.33333333333326
8.6,32.33333333333326
8.6,32.33333333333326
8.6,32.33333333333326
8.6,32.5
8.6,32.5
8.6,33.0
8.6,33.0
8.6,33.0
8.6,33.16666666666674
8.6,33.33333333333326
8.6,33.33333333333326
8.6,33.33333333333326
8.6,33.5
8.6,33.66666666666674
8.6,33.66666666666674
8.6,33.75
8.6,34.0
8.6,34.0
8.6,34.25
8.6,34.5
8.6,34.5
8.6,34.5
8.6,34.5
8.6,34.5
8.6,34.66666666666674
8.6,35.0
8.6,35.0
8.6,35.0
8.6,35.16666666666674
8.6,35.33333333333326
8.6,35.5
8.6,35.5
8.6,35.625
8.6,35.66666666666674
8.6,35.83333333333326
8.6,36.0
8.6,36.0
8.6,36.0
8.6,36.0
8.6,36.0
8.6,36.0
8.6,36.25
8.6,36.33333333333326
8.6,36.33333333333326
8.6,36.5
8.6,36.5
8.6,37.0
8.6,37.0
8.6,37.0
8.6,37.0
8.6,37.0
8.6,37.33333333333326
8.6,37.5
8.6,37.66666666666674
8.6,38.0
8.6,38.0
8.6,38.0
8.6,38.0
8.6,38.25
8.6,38.33333333333326
8.6,38.33333333333326
8.6,38.5
8.6,38.5
8.6,38.5
8.6,38.5
8.6,38.5
8.6,38.75
8.6,38.875
8.6,39.0
8.6,39.0
8.6,39.0
8.6,39.0
8.6,39.0
8.6,39.0
8.6,39.25
8.6,39.25
8.6,39.25
8.6,39.5
8.6,39.5
8.6,39.5
8.6,39.5
8.6,39.66666666666674
8.6,39.66666666666674
8.6,40.0
8.6,40.0
8.6,40.0
8.6,40.0
8.6,40.0
8.6,40.0
8.6,40.25
8.6,40.33333333333326
8.6,40.33333333333326
8.6,41.0
8.6,41.0
8.6,41.200000000000045
8.6,41.5
8.6,42.0
8.6,42.0
8.6,42.25
8.6,42.25
8.6,42.66666666666674
8.6,42.75
8.6,43.0
8.6,43.0
8.6,43.0
8.6,43.25
8.6,43.33333333333326
8.6,43.33333333333326
8.6,43.5
8.6,43.66666666666674
8.6,43.66666666666674
8.6,43.66666666666674
8.6,44.0
8.6,44.0
8.6,44.0
8.6,44.33333333333326
8.6,44.33333333333326
8.6,44.33333333333326
8.6,44.5
8.6,44.5
8.6,44.66666666666674
8.6,44.75
8.6,45.0
8.6,45.25
8.6,45.5
8.6,45.5
8.6,45.66666666666674
8.6,45.66666666666674
8.6,45.799999999999955
8.6,46.0
8.6,46.25
8.6,46.25
8.6,46.40000000000009
8.6,46.5
8.6,46.5
8.6,46.66666666666674
8.6,47.0
8.6,47.0
8.6,47.25
8.6,47.40000000000009
8.6,47.5
8.6,47.5
8.6,47.5
8.6,47.66666666666674
8.6,47.75
8.6,47.75
8.6,48.0
8.6,48.0
8.6,48.0
8.6,48.0
8.6,48.0
8.6,48.33333333333326
8.6,48.5
8.6,48.5
8.6,48.66666666666674
8.6,49.0
8.6,49.75
8.6,50.0
8.6,51.0
8.6,51.0
8.6,51.0
8.6,51.33333333333326
8.6,51.5
8.6,51.66666666666674
8.6,51.66666666666674
8.6,51.66666666666674
8.6,51.66666666666674
8.6,52.0
8.6,52.25
8.6,52.5
8.6,53.0
8.6,53.33333333333326
8.6,53.5
8.6,53.5
8.6,53.5
8.6,53.66666666666674
8.6,53.75
8.6,54.0
8.6,54.0
8.6,55.33333333333326
8.6,55.75
8.6,55.75
8.6,55.75
8.6,56.33333333333326
8.6,56.5
8.6,56.5
8.6,57.0
8.6,57.0
8.6,57.5
8.6,59.0
8.6,59.0
8.6,59.33333333333326
8.6,59.5
8.6,60.0
8.6,60.66666666666674
8.6,61.0
8.6,61.66666666666674
8.6,63.75
8.6,64.5
8.6,66.5
8.6,68.5
8.6,70.0
8.6,78.5
8.5,10.5
8.5,18.5
8.5,20.5
8.5,21.25
8.5,21.5
8.5,22.0
8.5,23.333333333333258
8.5,23.666666666666742
8.5,23.85714285714289
8.5,24.0
8.5,25.0
8.5,26.0
8.5,26.0
8.5,26.0
8.5,26.0
8.5,26.0
8.5,26.5
8.5,26.5
8.5,27.5
8.5,27.5
8.5,27.5
8.5,27.5
8.5,27.5
8.5,27.5
8.5,28.0
8.5,28.0
8.5,28.333333333333258
8.5,28.333333333333258
8.5,28.375
8.5,28.5
8.5,28.5
8.5,28.666666666666742
8.5,29.0
8.5,29.0
8.5,29.5
8.5,29.5
8.5,29.5
8.5,29.5
8.5,29.5
8.5,29.666666666666742
8.5,29.666666666666742
8.5,29.75
8.5,29.75
8.5,30.0
8.5,30.25
8.5,30.25
8.5,30.25
8.5,30.5
8.5,30.5
8.5,30.666666666666742
8.5,31.0
8.5,31.0
8.5,31.0
8.5,31.333333333333258
8.5,31.333333333333258
8.5,31.5
8.5,31.5
8.5,31.5
8.5,31.666666666666742
8.5,31.75
8.5,31.75
8.5,31.75
8.5,31.75
8.5,32.0
8.5,32.0
8.5,32.25
8.5,32.33333333333326
8.5,32.5
8.5,32.66666666666674
8.5,32.75
8.5,32.75
8.5,33.0
8.5,33.0
8.5,33.0
8.5,33.0
8.5,33.25
8.5,33.5
8.5,33.799999999999955
8.5,33.83333333333326
8.5,34.0
8.5,34.0
8.5,34.0
8.5,34.0
8.5,34.0
8.5,34.25
8.5,34.42857142857133
8.5,34.5
8.5,34.5
8.5,34.5
8.5,34.5
8.5,34.66666666666674
8.5,34.75
8.5,34.75
8.5,34.799999999999955
8.5,35.0
8.5,35.0
8.5,35.0
8.5,35.0
8.5,35.25
8.5,35.5
8.5,35.5
8.5,35.75
8.5,36.0
8.5,36.0
8.5,36.33333333333326
8.5,36.5
8.5,36.5
8.5,36.66666666666674
8.5,36.66666666666674
8.5,36.75
8.5,36.75
8.5,36.75
8.5,37.0
8.5,37.0
8.5,37.0
8.5,37.33333333333326
8.5,37.33333333333326
8.5,37.5
8.5,37.5
8.5,37.5
8.5,37.57142857142867
8.5,37.59999999999991
8.5,37.66666666666674
8.5,37.66666666666674
8.5,37.75
8.5,38.0
8.5,38.0
8.5,38.0
8.5,38.0
8.5,38.25
8.5,38.33333333333326
8.5,38.5
8.5,39.0
8.5,39.0
8.5,39.0
8.5,39.0
8.5,39.0
8.5,39.25
8.5,39.25
8.5,39.33333333333326
8.5,39.33333333333326
8.5,39.5
8.5,39.5
8.5,39.5
8.5,39.5
8.5,39.5
8.5,39.66666666666674
8.5,39.66666666666674
8.5,39.75
8.5,39.75
8.5,40.0
8.5,40.0
8.5,40.0
8.5,40.0
8.5,40.0
8.5,40.0
8.5,40.0
8.5,40.25
8.5,40.25
8.5,40.33333333333326
8.5,40.5
8.5,40.5
8.5,40.5
8.5,40.5
8.5,40.5
8.5,40.75
8.5,41.0
8.5,41.0
8.5,41.0
8.5,41.0
8.5,41.0
8.5,41.25
8.5,41.25
8.5,41.33333333333326
8.5,41.33333333333326
8.5,41.33333333333326
8.5,41.5
8.5,41.59999999999991
8.5,41.75
8.5,41.75
8.5,42.0
8.5,42.0
8.5,42.0
8.5,42.25
8.5,42.25
8.5,42.25
8.5,42.5
8.5,42.5
8.5,42.5
8.5,42.71428571428578
8.5,42.75
8.5,42.75
8.5,42.75
8.5,43.0
8.5,43.0
8.5,43.0
8.5,43.0
8.5,43.25
8.5,43.33333333333326
8.5,43.5
8.5,43.5
8.5,43.75
8.5,44.0
8.5,44.0
8.5,44.0
8.5,44.0
8.5,44.25
8.5,44.5
8.5,44.5
8.5,44.75
8.5,45.0
8.5,45.0
8.5,45.0
8.5,45.0
8.5,45.0
8.5,45.25
8.5,45.25
8.5,45.5
8.5,45.5
8.5,45.5
8.5,46.0
8.5,46.0
8.5,46.5
8.5,46.5
8.5,46.5
8.5,46.5
8.5,46.625
8.5,47.0
8.5,47.0
8.5,47.0
8.5,47.0
8.5,47.200000000000045
8.5,47.5
8.5,47.5
8.5,48.0
8.5,48.0
8.5,48.0
8.5,48.25
8.5,48.25
8.5,48.5
8.5,48.5
8.5,49.0
8.5,49.0
8.5,49.0
8.5,49.33333333333326
8.5,49.5
8.5,49.5
8.5,49.66666666666674
8.5,50.0
8.5,50.0
8.5,50.33333333333326
8.5,50.5
8.5,50.5
8.5,51.0
8.5,51.25
8.5,51.75
8.5,52.0
8.5,52.0
8.5,52.25
8.5,52.33333333333326
8.5,52.33333333333326
8.5,54.0
8.5,54.0
8.5,54.33333333333326
8.5,55.25
8.5,55.5
8.5,56.0
8.5,56.33333333333326
8.5,56.5
8.5,57.0
8.5,57.0
8.5,57.5
8.5,59.0
8.5,59.5
8.5,60.5
8.5,60.66666666666674
8.5,62.0
8.5,63.0
8.5,63.5
8.5,64.0
8.5,64.0
8.5,64.0
8.5,64.5
8.5,64.5
8.5,65.0
8.5,65.33333333333326
8.5,66.0
8.5,66.5
8.5,67.0
8.5,67.0
8.5,67.0
8.5,67.14285714285711
8.5,67.5
8.5,68.0
8.5,78.5
8.5,80.0
8.4,15.5
8.4,17.5
8.4,17.666666666666742
8.4,17.75
8.4,19.5
8.4,19.5
8.4,20.5
8.4,21.25
8.4,21.5
8.4,21.666666666666742
8.4,21.666666666666742
8.4,22.0
8.4,22.333333333333258
8.4,23.0
8.4,23.333333333333258
8.4,23.333333333333258
8.4,23.5
8.4,23.666666666666742
8.4,24.0
8.4,24.25
8.4,24.25
8.4,24.333333333333258
8.4,24.5
8.4,24.5
8.4,24.5
8.4,24.5
8.4,24.666666666666742
8.4,24.75
8.4,24.75
8.4,25.0
8.4,25.0
8.4,25.0
8.4,26.0
8.4,26.0
8.4,26.0
8.4,26.0
8.4,26.0
8.4,26.0
8.4,26.25
8.4,26.5
8.4,26.5
8.4,26.5
8.4,27.0
8.4,27.0
8.4,27.0
8.4,27.0
8.4,27.0
8.4,27.0
8.4,27.0
8.4,27.666666666666742
8.4,27.666666666666742
8.4,27.666666666666742
8.4,27.75
8.4,28.0
8.4,28.0
8.4,28.125
8.4,28.333333333333258
8.4,28.333333333333258
8.4,28.5
8.4,28.5
8.4,28.5
8.4,28.5
8.4,28.5
8.4,28.59999999999991
8.4,29.0
8.4,29.0
8.4,29.0
8.4,29.0
8.4,29.0
8.4,29.25
8.4,29.333333333333258
8.4,29.333333333333258
8.4,29.5
8.4,29.5
8.4,29.5
8.4,29.666666666666742
8.4,29.666666666666742
8.4,29.75
8.4,30.0
8.4,30.0
8.4,30.25
8.4,30.333333333333258
8.4,30.333333333333258
8.4,30.333333333333258
8.4,30.5
8.4,30.5
8.4,30.5
8.4,30.5
8.4,30.666666666666742
8.4,30.75
8.4,30.75
8.4,31.0
8.4,31.0
8.4,31.0
8.4,31.0
8.4,31.166666666666742
8.4,31.25
8.4,31.333333333333258
8.4,31.333333333333258
8.4,31.333333333333258
8.4,31.5
8.4,31.5
8.4,31.5
8.4,31.5
8.4,31.5
8.4,31.666666666666742
8.4,31.666666666666742
8.4,31.75
8.4,31.75
8.4,32.0
8.4,32.0
8.4,32.25
8.4,32.25
8.4,32.25
8.4,32.25
8.4,32.33333333333326
8.4,32.5
8.4,32.5
8.4,32.5
8.4,32.5
8.4,32.59999999999991
8.4,32.66666666666674
8.4,32.66666666666674
8.4,32.75
8.4,32.83333333333326
8.4,33.0
8.4,33.0
8.4,33.0
8.4,33.0
8.4,33.22222222222217
8.4,33.25
8.4,33.33333333333326
8.4,33.33333333333326
8.4,33.5
8.4,33.5
8.4,33.5
8.4,33.5
8.4,33.5
8.4,33.5
8.4,33.66666666666674
8.4,33.75
8.4,33.75
8.4,33.83333333333326
8.4,34.0
8.4,34.0
8.4,34.0
8.4,34.16666666666674
8.4,34.25
8.4,34.25
8.4,34.33333333333326
8.4,34.33333333333326
8.4,34.33333333333326
8.4,34.66666666666674
8.4,34.66666666666674
8.4,34.66666666666674
8.4,34.75
8.4,35.0
8.4,35.0
8.4,35.0
8.4,35.0
8.4,35.0
8.4,35.0
8.4,35.14285714285711
8.4,35.25
8.4,35.25
8.4,35.5
8.4,35.5
8.4,35.5
8.4,35.5
8.4,35.5
8.4,35.5
8.4,35.66666666666674
8.4,35.66666666666674
8.4,35.66666666666674
8.4,35.75
8.4,36.0
8.4,36.0
8.4,36.0
8.4,36.0
8.4,36.0
8.4,36.14285714285711
8.4,36.25
8.4,36.25
8.4,36.33333333333326
8.4,36.40000000000009
8.4,36.5
8.4,36.66666666666674
8.4,37.0
8.4,37.0
8.4,37.0
8.4,37.0
8.4,37.0
8.4,37.0
8.4,37.0
8.4,37.33333333333326
8.4,37.33333333333326
8.4,37.40000000000009
8.4,37.5
8.4,37.5
8.4,37.5
8.4,37.66666666666674
8.4,37.66666666666674
8.4,37.66666666666674
8.4,37.66666666666674
8.4,37.75
8.4,37.75
8.4,38.0
8.4,38.0
8.4,38.0
8.4,38.0
8.4,38.0
8.4,38.0
8.4,38.0
8.4,38.200000000000045
8.4,38.5
8.4,38.5
8.4,38.5
8.4,38.5
8.4,38.5
8.4,38.59999999999991
8.4,38.66666666666674
8.4,38.66666666666674
8.4,38.75
8.4,39.0
8.4,39.0
8.4,39.0
8.4,39.0
8.4,39.0
8.4,39.0
8.4,39.25
8.4,39.25
8.4,39.33333333333326
8.4,39.33333333333326
8.4,39.33333333333326
8.4,39.40000000000009
8.4,39.40000000000009
8.4,39.5
8.4,39.5
8.4,39.5
8.4,39.75
8.4,39.75
8.4,39.75
8.4,39.75
8.4,40.0
8.4,40.0
8.4,40.0
8.4,40.0
8.4,40.0
8.4,40.33333333333326
8.4,40.33333333333326
8.4,40.33333333333326
8.4,40.33333333333326
8.4,40.5
8.4,40.5
8.4,40.66666666666674
8.4,40.75
8.4,40.799999999999955
8.4,41.0
8.4,41.0
8.4,41.0
8.4,41.0
8.4,41.5
8.4,41.5
8.4,41.5
8.4,41.5
8.4,41.75
8.4,41.75
8.4,41.75
8.4,42.0
8.4,42.0
8.4,42.0
8.4,42.0
8.4,42.0
8.4,42.0
8.4,42.0
8.4,42.25
8.4,42.5
8.4,42.5
8.4,42.5
8.4,42.66666666666674
8.4,42.66666666666674
8.4,42.75
8.4,43.0
8.4,43.0
8.4,43.0
8.4,43.0
8.4,43.0
8.4,43.33333333333326
8.4,43.5
8.4,43.5
8.4,43.5
8.4,43.5
8.4,43.5
8.4,43.5
8.4,43.5
8.4,43.75
8.4,44.0
8.4,44.0
8.4,44.25
8.4,44.33333333333326
8.4,44.5
8.4,44.5
8.4,44.66666666666674
8.4,45.0
8.4,45.0
8.4,45.0
8.4,45.0
8.4,45.0
8.4,45.25
8.4,45.28571428571422
8.4,45.5
8.4,45.83333333333326
8.4,46.0
8.4,46.0
8.4,46.0
8.4,46.0
8.4,46.25
8.4,46.25
8.4,46.33333333333326
8.4,46.33333333333326
8.4,46.5
8.4,46.5
8.4,46.5
8.4,46.66666666666674
8.4,46.75
8.4,47.0
8.4,47.0
8.4,47.25
8.4,47.33333333333326
8.4,47.40000000000009
8.4,47.5
8.4,47.5
8.4,47.5
8.4,47.5
8.4,47.75
8.4,47.75
8.4,47.75
8.4,48.0
8.4,48.0
8.4,48.0
8.4,48.5
8.4,48.5
8.4,48.5
8.4,48.66666666666674
8.4,49.0
8.4,49.0
8.4,49.5
8.4,49.66666666666674
