,genres,avg_rating,avg_seasons
514,"Adventure,War,Western",8.399999999999997,1.0
515,"Documentary,Family,Short",8.444827586206904,1.0
516,"Drama,History,Sport",8.455555555555556,1.0
517,"Action,Biography,Crime",8.6,1.0
518,"Biography,Documentary,Family",8.6,1.0
519,"Biography,Family,History",8.6,1.0
520,"Crime,Drama,Short",8.6,1.0
521,"Music,Thriller",8.6,1.0
522,"Family,Reality-TV,Talk-Show",8.600000000000012,1.0
523,"Animation,Short",8.603361344537822,1.0
524,"Animation,Documentary,Fantasy",8.7,1.0
525,"Action,Reality-TV,Western",8.700000000000001,1.0
526,"Fantasy,Mystery,Sci-Fi",8.700000000000001,1.0
527,"Action,Reality-TV,War",8.799999999999999,1.0
528,"Mystery,Sci-Fi,Short",8.8,1.0
529,"Reality-TV,Short,Talk-Show",8.8,1.0
530,"Action,Drama,Sport",8.803125,1.0
531,"Animation,Documentary,Short",8.879069767441885,1.0
532,"Crime,Sport",8.9,1.0
533,"Adventure,Short",8.900000000000002,1.0
534,"Documentary,Mystery,Short",9.0,1.0
535,"Horror,Talk-Show",9.020895522388026,1.0
536,"Comedy,Sci-Fi,War",9.099999999999996,1.0
537,"Action,Drama,Short",9.1,1.0
538,"Adventure,Family,War",9.1,1.0
539,"Family,Music,News",9.1,1.0
540,"Action,Fantasy,Romance",9.199999999999994,1.0
541,"Music,Sci-Fi,Thriller",9.700000000000001,1.0
