,name,born,primary_title,premiered,runtime_minutes
476,Dorothy Tutin,1930,Jake's Progress,1995,515
477,Doña Croll,1953,West of Liberty,2018,261
478,Durga Khote,1905,Khilona,1970,160
479,Durga Khote,1905,Dil Diwana,1974,134
480,Durga Khote,1905,Mere Bhaiya,1972,138
481,Durga Khote,1905,Paheli,1977,131
482,Durga Khote,1905,Ek Phool Do Mali,1969,150
483,Durga Khote,1905,Khushboo,1975,132
484,Durga Khote,1905,Bidaai,1974,144
485,Durga Khote,1905,Naami Chor,1977,127
486,Durga Khote,1905,Sone Ke Haath,1973,135
487,Ebba Ringdahl,1905,Markurells i Wadköping,1968,160
488,Edda Seippel,1919,Wer erschoß Boro?,1987,157
489,Edda Soligo,1905,Sacco e Vanzetti,1977,180
490,Edie McClurg,1945,The Life & Times of Tim,2008,900
491,Edita Gruberova,1946,Lucrezia Borgia,2009,187
492,Edith Clever,1940,Die Zofen,2008,130
493,Edith Evans,1888,The Nun's Story,1959,149
494,Edith Evans,1888,The Slipper and the Rose: The Story of Cinderella,1976,146
495,Edith Evans,1888,El caballo torero,1973,130
496,Edith Hancke,1928,Mutter Gräbert macht Theater,1990,135
497,Edith Heerdegen,1913,Silas,1981,286
498,Edith Schultze-Westrum,1904,1.Teil,1979,180
499,Edith Scob,1937,Heartbeat Detector,2007,143
500,Edith Thallaug,1929,Kronbruden,1990,123
501,Edna Doré,1921,No Bananas,1996,500
502,Edna Doré,1921,The Nativity,1985,133
503,Edna Doré,1921,Domesday,1986,122
504,Ehmi Bessel,1904,Preußen über alles... - Bismarcks deutsche Einigung,1971,180
505,Ehmi Bessel,1904,Der Raub der Sabinerinnen,1965,140
506,Eija Varima,1948,Alavilla mailla hallanvaara,2011,144
507,Eiko Shinya,1928,A Class to Remember,1993,128
508,Eila Pehkonen,1924,Satumainen Onni,1987,174
509,Eila Roine,1931,Hideaway,2010,150
510,Eileen Atkins,1934,Cold Mountain,2003,154
511,Eileen Atkins,1934,Madame Bovary,2000,180
512,Eileen Atkins,1934,David Copperfield,2000,180
513,Eileen Way,1911,Macbeth,1983,148
514,Ekaterina Zhemchuzhnaya,1944,Favourites of Casanova,2014,180
515,Elaine Jin,1954,Spring Tide,2019,124
516,Elaine Jin,1954,Port of Call,2015,126
517,Eleanor Bron,1938,Ted and Alice,2002,180
518,Eleanor Bron,1938,The House of Mirth,2000,135
519,Elena Fabrizi,1915,Storia d'amore e d'amicizia,1982,500
520,Elena Granovskaya,1877,Lyubov Yarovaya,1953,155
521,Elena Granovskaya,1877,Vragi,1953,158
522,Elena Psaryova,1921,Zemlyaki,1988,198
523,Eleonora Morana,1922,Quer pasticciaccio brutto de via Merulana,1983,240
524,Eleonore Weisgerber,1947,Wilde Wellen - Nichts bleibt verborgen,2011,360
525,Elfriede Kuzmany,1915,Die Bertinis,1988,436
526,Elina Bystritskaya,1928,Saga drevnikh bulgar: Lestvitsa Vladimira Krasnoye Solnyshko,2005,140
527,Elina Bystritskaya,1928,Saga drevnikh bulgar. Skazanie Olgi Svyatoy,2005,165
528,Elisabed Cherqezishvili,1863,Djanki Guriashi,1928,185
529,Elisabeth Bertram,1902,Florian,1990,225
530,Elisabeth Lennartz,1902,Kabale und Liebe,1965,143
531,Elisabeth Orth,1936,Emilia Galotti,2003,148
532,Elisabeth Orth,1936,König Ottokars Glück und Ende,2006,151
533,Elisabeth Schwarz,1938,Die Zauberflöte,2012,187
534,Elisabeth Söderström,1927,The Queen of Spades,1999,171
535,Elisaveta,1922,Panik i butiken,1984,150
536,Elizabeth Connell,1946,Hansel and Gretel,2008,138
537,Elizabeth Counsell,1942,Born to Kill,2017,180
538,Elizabeth Sellars,1921,Winter Sunlight,1984,280
539,Elizabeth Spriggs,1929,Swiss Toni,2003,300
540,Ella Joyce,1954,Juney Smith's Black American Film Collection,2016,1800
541,Ellen Burstyn,1932,When a Man Loves a Woman,1994,126
542,Ellen Burstyn,1932,Playing by Heart,1998,121
543,Ellen Burstyn,1932,The Five People You Meet in Heaven,2004,180
544,Ellen Burstyn,1932,Political Animals,2012,360
545,Ellen Burstyn,1932,River of Fundament,2014,319
546,Ellen Corby,1911,CBS: On the Air,1978,450
547,Ellen Corby,1911,The Waltons: A Decade of the Waltons,1980,160
548,Ellen Frank,1904,Kein Freibrief für Mord,1966,130
549,Ellen Gottschalch,1894,Tine,1964,137
550,Ellen Hartman-Cederström,1860,The Saga of Gösta Berling,1924,183
551,Ellen Pollock,1902,Buddenbrooks,1965,315
552,Ellen Terry,1847,The Invasion of Britain,1918,130
553,Ellen Vogel,1922,Willem van Oranje,1984,438
554,Ellen Vogel,1922,Twin Sisters,2002,137
555,Ellen Waldeck,1901,Frühlings Erwachen,1966,139
556,Elly Burgmer,1891,Onkel Wanja - Bilder aus dem Landleben,1971,122
557,Elsa Carlsson,1892,Onkel Vanja,1967,160
558,Elsa Grube-Deister,1926,Der Sturmgeselle Sokrates,1991,140
559,Elsa Lystad,1930,Rett i lomma,1998,133
560,Elsa Scholten,1902,Der Meisterboxer,1968,123
561,Elsa Scholten,1902,Der doppelte Moritz,1966,125
562,Elsa Scholten,1902,Zwei Dickköpfe,1965,140
563,Else Højgaard,1906,Onkel Vanja,1971,126
564,Else Quecke,1907,Jokehnen oder Wie lange fährt man von Ostpreußen nach Deutschland?,1987,270
565,Else Quecke,1907,Tage der Rache,1970,160
566,Else-Marie Brandt,1923,Blank päls och starka tassar,1993,175
567,Else-Marie Brandt,1923,Solbacken: Avd. E,2003,293
568,Elspet Gray,1929,The Wingless Bird,1997,180
569,Elza Radzina,1917,Teatris,1978,136
570,Elza Radzina,1917,Inspektor Gull,1979,136
571,Emese Balogh,1939,Az a nap a mienk,2002,123
572,Emilia D'Oliveira,1875,Feitiço do Império,1940,146
573,Emilia D'Oliveira,1875,Ill-Fated Love,1943,128
574,Emily Fitzroy,1860,Show Boat,1929,147
575,Emma Penella,1930,Don Quijote de la Mancha,1991,310
576,Emmanuelle Riva,1927,Amour,2012,127
577,Emmylou Harris,1947,A MusiCares Tribute to Bruce Springsteen,2014,135
578,Emy Storm,1925,Den 5:e kvinnan,2002,229
579,Enaam Salousa,1939,Meshwar emraa,2004,1380
580,Erica Lauren,1954,Horny Grannies Love to Fuck 7,2015,121
581,Erica Lauren,1954,My Stepson's Big Cock,2017,133
582,Erika,1933,Private Casting X 16: Ilana,1999,136
583,Erika Blanc,1942,Caccia segreta,2007,200
584,Erika Mottl,1942,Der Bauer als Millionär,2003,130
585,Erika Mottl,1942,Die gefesselte Phantasie,2006,125
586,Erika Mottl,1942,Moisasurs Zauberfluch,2005,125
587,Erika Pelikowsky,1916,Eines langen Tages Reise in die Nacht,1980,131
588,Erika Wackernagel,1925,Changeling,1987,134
589,Erika von Thellmann,1902,Der Kreis,1964,126
590,Erni Mangold,1927,Geschichten aus dem Wienerwald,2013,143
591,Ervina Dragman,1908,Zlatni mladic,1970,250
592,Erzsi Máthé,1927,Freytág testvérek,1989,300
593,Erzsébet Cs. Tóth,1952,Apácák,2018,122
594,Esme Church,1893,Sense and Sensibility,1971,178
595,Esperanza Roy,1935,La novia de medianoche,1997,134
596,Estelita Bell,1910,Ódio,1977,125
597,Estelle Parsons,1927,Empire Falls,2005,197
598,Esther Mari,1930,Que candela de pueblito,2000,180
599,Etsuko Ichihara,1936,Warabi no kou,2003,124
600,Eugenia Bosânceanu,1925,Sieranevada,2016,173
601,Eugenia Tudorascu,1936,Wolfhound,2006,136
602,Eugenia Zúffoli,1900,Teresa de Jesús,1962,131
603,Eugénia Bettencourt,1945,O Segredo das Pedras Vivas,2016,122
604,Eva Brumby,1922,Die goldenen Schuhe,1983,290
605,Eva Brumby,1922,Böses Blut,1993,180
606,Eva Ebner,1922,Südostpassage,2002,363
607,Eva Kríziková,1934,Suzanne,1996,130
608,Eva Kríziková,1934,Macka na horúcej plechovej streche,2007,140
609,Eva Maria Bauer,1923,Der König von St. Pauli,1998,622
610,Eva Maria Bauer,1923,Ein unmöglicher Mann,2001,450
611,Eva Maria Bauer,1923,Clara,1993,282
612,Eva Marie Saint,1924,People Like Us,1990,200
613,Eva Marie Saint,1924,Voyage of Terror: The Achille Lauro Affair,1990,180
614,Eva Marie Saint,1924,Titanic,1996,173
615,Eva Rydberg,1943,Hemvärnets glada dagar,2006,140
616,Eva Rydberg,1943,Herrskap och tjänstehjon,2006,125
617,Eva Svobodová,1907,Theodor Chindler - Die Geschichte einer deutschen Familie,1979,480
618,Evamaria Bath,1929,Karl May,1992,306
619,Eve Arden,1908,The Dream Merchants,1980,240
620,Ewa Zietek,1953,Proceder,2019,137
621,Faina Ranevskaya,1896,Dalshe: Tishina,1978,150
622,Fang Mei,1936,Three Times,2005,132
623,Fanny Ardant,1949,The Lanzac Clan,2013,189
624,Farida Jalal,1949,Khuda Kasam,2010,160
625,Farida Jalal,1949,Yeh Jo Mohabbat Hai,2012,147
626,Farida Jalal,1949,Raqt,2013,180
627,Farida Jalal,1949,Kaash Tum Hote,2014,128
628,Fay Compton,1894,Cold Comfort Farm,1968,150
629,Fay Compton,1894,Dombey and Son,1969,325
630,Faye Dunaway,1941,Pandemic,2007,169
631,Faye Dunaway,1941,21 and a Wake-Up,2009,123
632,Fearless Nadia,1908,Ek Nanhi Munni Ladki Thi,1970,136
633,Fedora Barbieri,1920,Andrea Chénier,1981,139
634,Felicity Palmer,1944,Rodelinda,2005,203
635,Felicity Palmer,1944,Donizetti: La Fille du Régiment,2008,146
636,Felicity Palmer,1944,La fille du régiment,2007,127
637,Felicity Palmer,1944,Britten: Peter Grimes,2008,174
638,Fenella Fielding,1927,Abroad Again in Britain,2004,300
639,Fernanda Alves,1930,O Segredo das Pedras Vivas,2016,122
640,Fernanda Baptista,1919,"A Canção de Lisboa, o Musical",2008,125
641,Fernanda Borsatti,1931,Passa por Mim no Rossio,1992,200
642,Fernanda Montenegro,1929,Night Shepherds,2002,131
643,Fernanda Montenegro,1929,Rio 2016 Olympic Games Opening Ceremony,2016,234
644,Fernanda Montenegro,1929,Invisible Life,2019,139
645,Flora Robson,1902,55 Days at Peking,1963,154
646,Flora Robson,1902,A Man Called Intrepid,1979,360
647,Flora Robson,1902,Gauguin the Savage,1980,125
648,Flora Robson,1902,The Brighton Belle,1972,180
649,Florbela Queiroz,1943,Fátima,2006,180
650,Florence Lee,1864,The Flame Fighter,1925,200
651,Fran Brill,1946,Macy's Thanksgiving Day Parade,2010,180
652,Franca Tamantini,1931,Occhi verde veleno,2001,200
653,Franca Valeri,1920,Papà prende moglie,1993,480
654,Frances Conroy,1953,Joker,2019,122
655,Frances Fisher,1952,Titanic: Sinking the Myths,2017,176
656,Frances Nero,1943,Don't Forget the Motorcity,2008,180
657,Frances Sternhagen,1930,Golden Years,1991,232
658,Francesca Bertini,1892,1900,1976,317
659,Francesca Bertini,1892,The Last Diva,1982,165
660,Francesca James,1949,"Ass Masterpiece, Vol. 5",2011,150
661,Francine Beers,1924,The Sunset Gang,1991,180
662,Franziska Stömmer,1922,Mali,1997,180
663,Franziska Stömmer,1922,Hochzeit,1985,168
664,Franziska Walser,1950,Der Mordanschlag,2018,180
665,Françoise Brion,1933,Dangerous Liaisons,2003,252
666,Françoise Christophe,1923,Episode #1.2,1995,125
667,Françoise Fabian,1933,Rapt,2009,125
668,Françoise Rosay,1891,The Seven Deadly Sins,1952,148
669,Freda Dowie,1928,Oranges Are Not the Only Fruit,1989,165
670,Freda Dowie,1928,Our Friends in the North,1996,623
671,Fumiko Katsuragi,1878,Warm Current,1939,177
672,Gabriela Benacková,1947,Arabella,2014,178
673,Gabriela Medina,1935,Coronation,2000,140
674,Gabrielle Daye,1911,In Celebration,1975,131
675,Gaby Dohm,1943,Der Doc und die Hexe,2010,180
676,Gaby Stenberg,1923,Hebriana,1990,152
677,Gale Sondergaard,1899,The Return of a Man Called Horse,1976,129
678,Galina Makarova,1919,Komu na Rusi zhit...,1989,142
679,Galina Makarova,1919,Letniye vpechatleniya o planete Z,1986,138
680,Galina Makarova,1919,Povestka v sud,1988,143
681,Galina Makarova,1919,Gde-to gremit voyna,1986,215
682,Galina Makarova,1919,V svyazi s perekhodom na druguyu rabotu,1988,127
683,Galina Polskikh,1939,Granitsa. Tayozhnyy roman,2001,126
684,Galina Polskikh,1939,Poroki i ikh poklonniki,2006,210
685,Gaowa Siqin,1949,Beijing Love Story,2014,121
686,Gella Allaert,1910,De vorstinnen van Brugge,1972,370
687,Gemma Cuervo,1936,El show de la 3,2005,150
688,Gemma Jones,1942,Bridget Jones's Baby,2016,123
689,Gena Rowlands,1930,Night on Earth,1991,129
690,Gena Rowlands,1930,The Notebook,2004,123
691,Geneviève Bujold,1942,Finding Home,2003,124
692,Geneviève Mnich,1942,Séraphine,2008,125
693,Geraldine Chaplin,1944,The Stevensons,2006,187
694,Geraldine Chaplin,1944,Me and Kaminski,2015,124
695,Geraldine Chaplin,1944,Henry V,2012,132
696,Geraldine Chaplin,1944,Au-delà des murs,2016,156
697,Geraldine Fitzgerald,1913,Kennedy,1983,282
698,Gerd Hegnell,1935,Solbacken: Avd. E,2003,293
699,Gerda Gmelin,1919,Die Bertinis,1988,436
700,Gerda Ryselin,1909,Annan ja Vasilin rakkaus,1988,330
701,Germaine Delbat,1904,Smiley's People,1982,360
702,Germaine Michel,1892,David Copperfield,1965,138
703,Germana Paolieri,1906,Adua,1981,300
704,Germana Pasquero,1955,C'era una volta Studio Uno,2017,200
705,Gertrude Claire,1852,The Adventures of Robinson Crusoe,1922,360
706,Ghita Nørby,1935,Hamsun,1996,159
707,Gila von Weitershausen,1944,"Familiengeheimnisse - Liebe, Schuld und Tod",2011,140
708,Gillian Hanna,1944,The Kindness of Strangers,2006,180
709,Gillian Raine,1926,The Charmer,1987,312
710,Gillian Raine,1926,Small Island,2009,180
711,Gina Lollobrigida,1927,La romana,1988,241
712,Gina Sammarco,1897,Il commissario De Vincenzi,1974,300
713,Ginette Garcin,1928,"Mistinguett, la dernière revue",2001,150
714,Ginette Garcin,1928,Crimes en sourdine,2011,121
715,Ginette Leclerc,1912,L'honneur des Cipolino,1974,129
716,Gisela Stein,1935,Prinz Friedrich von Homburg,1997,176
717,Gisela Trowe,1922,Die Bertinis,1988,436
718,Gisela Trowe,1922,Tanz auf dem Vulkan,1996,270
719,Gisela Trowe,1922,Cold Is the Breath of Evening,2000,124
720,Gisela Trowe,1922,Alte Gauner,1985,360
721,Gisèle Casadesus,1914,La folle de Chaillot,1980,135
722,Gita Dey,1931,Chirodini Tumi Je Amar,2008,180
723,Gita Dey,1931,Aaynate,2008,145
724,Gita Dey,1931,Madhur Milan,2000,140
725,Gita Dey,1931,Rakhi Purnima,2001,125
726,Gita Dey,1931,Raja Rani Badsha,1998,136
727,Gita Dey,1931,Sankha Sindurer Dibbye,1999,178
728,Gita Dey,1931,Rajar Meye Parul,1993,135
729,Gita Dey,1931,Ananya,1992,161
730,Giuliana Lojodice,1940,Cinecittà,2003,1170
731,Giulietta Masina,1921,Sogni e bisogni,1985,360
732,Giulietta Masina,1921,Ginger and Fred,1986,125
733,Giusi Raspani Dandolo,1916,Sarto per signora,1979,180
734,Gladys Cooper,1888,The Happiest Millionaire,1967,141
735,Gladys Rodríguez,1943,El regalo,2006,300
736,Glenn Close,1947,What Happened to Monday,2017,123
737,Gloria Foster,1933,Christianity: The First Two Thousand Years,2001,400
738,Gloria Hunniford,1940,When Chat Shows Go Horribly Wrong,2017,185
739,Gloria Romero,1933,Kadenang bulaklak,1994,128
740,Gloria Romero,1933,Narinig mo na ba ang l8est?,2001,125
741,Gloria Romero,1933,Magnifico,2003,122
742,Glória de Matos,1936,The Fifth Empire,2004,127
743,Googie Withers,1917,Melba,1988,330
744,Grace Smith,1945,Kevin Smith: Sold Out - A Threevening with Kevin Smith,2008,122
745,Grace Zabriskie,1941,Inland Empire,2006,180
746,Grace Zabriskie,1941,The Makings of You,2014,122
747,Graciela Borges,1941,The Weasel's Tale,2019,129
748,Graziella Galvani,1931,Die Ringe des Saturn,1992,180
749,Greer Garson,1904,The Happiest Millionaire,1967,141
750,Greer Garson,1904,Little Women,1978,194
751,Grete Wurm,1919,Der Aufbruch,1994,125
752,Grethe Holmer,1924,Jane Horney,1985,361
753,Gudrun Brost,1910,Snapphanepojken,1972,240
754,Gudrun Okras,1929,Nadja - Heimkehr in die Fremde,1995,190
755,Gudrun Okras,1929,Unser Pappa,2001,180
756,Gudrun Okras,1929,Twin Sisters,2002,137
757,Gudrun Ritter,1936,Unsere zehn Gebote,2005,150
758,Gunilla Abrahamsson,1945,August,2007,175
759,Gunn Wållgren,1913,Fanny and Alexander,1983,312
760,Gunnel Nilsson,1933,Faceless Murderer,1995,208
761,Gwen Plumb,1912,Stark,1993,158
762,Gwen Plumb,1912,The Harp in the South,1987,281
763,Gwen Verdon,1925,In Cold Blood,1996,240
764,Gwyneth Jones,1936,Aufstieg und Fall der Stadt Mahagonny,1998,156
765,Güzin Usta,1953,Kalbimdeki Deniz,2016,150
766,Hae-sook Kim,1955,Herstory,2018,121
767,Hala Fakher,1946,Hena maysara,2007,127
768,Halina Gryglaszewska,1917,Zlodziej,1990,125
769,Hamideh Kheirabadi,1924,Playing with Death,1995,1000
770,Hana Frejková,1945,Maskerade,2009,165
771,Hana Kino,1948,Three Stories of Love,2015,140
772,Hana Kino,1948,Itoshi no Irene,2018,137
773,Hana Kováciková,1925,Eygletiérovci,1986,255
774,Hana Maria Pravda,1916,A Quiet Conspiracy,1989,240
775,Hanna Schygulla,1943,"Clara, une passion française",2009,180
776,Hannah Gordon,1941,The Queen: A Life in Film,2008,368
777,Hanne Hiob,1923,Ende der Unschuld,1991,184
778,Hannelore Elsner,1942,"Woman Driving, Man Sleeping",2004,122
779,Hannelore Elsner,1942,Claras Schatz,2003,180
780,Hannelore Elsner,1942,War and Peace,2007,394
781,Hannelore Elsner,1942,Rauchzeichen,2006,125
782,Hannelore Elsner,1942,Cherry Blossoms,2008,127
783,Hannelore Elsner,1942,Mein Herz in Chile,2008,180
784,Harriet Andersson,1932,Dogville,2003,178
785,Harue Akagi,1924,Genji monogatari,1991,480
786,Harue Akagi,1924,Gift,1997,550
787,Haruko Katô,1922,Maihime,1989,123
788,Haruko Katô,1922,Gray Sunset,1985,122
789,Haruko Katô,1922,Mi mo kokoro mo,1997,126
790,Haruko Katô,1922,Yusha ha katarazu,1983,480
791,Haruko Katô,1922,Awakening,2006,125
792,Haruko Katô,1922,Sora to umi wo koete,1989,160
793,Heather Begg,1932,Patience,1995,130
794,Hedwig Bleibtreu,1868,Der Engel mit der Posaune,1948,138
795,Heidi Krohn,1934,Palava rakkaus,1997,152
796,Heidi Krohn,1934,Land Scale,2007,142
797,Hela Gruel,1902,Die Katze im Sack,1965,145
798,Hela Gruel,1902,Die Nibelungen,1967,245
799,Helen,1938,Dunno Y Na Jaane Kyun...,2010,137
800,Helen,1938,Jodi Breakers,2012,127
801,Helen Hughes,1918,For Those I Loved,1983,145
802,Helen Kleeb,1907,Eleanor and Franklin,1976,203
803,Helen Mirren,1945,State of Play,2009,127
804,Helen Mirren,1945,Prime Suspect 7: The Final Act,2006,182
805,Helen Mirren,1945,Phèdre,2009,125
806,Helen Mirren,1945,The Hundred-Foot Journey,2014,122
807,Helen Mirren,1945,The Audience,2013,180
808,Helen Mirren,1945,Trumbo,2015,124
809,Helena Felix,1920,O Incendiário,1982,132
810,Helena Kallenbäck,1944,AK3 - Dolda beslut,2006,173
811,Helena McCarthy,1908,Body & Soul,1993,300
812,Helene Lauterböck,1895,Onkel Wanja,1983,152
813,Helene Weigel,1900,Mother Courage and Her Children,1961,151
814,Helene Weigel,1900,Aus unserer Zeit,1970,129
815,Helga Frier,1893,Onkel Vanja,1971,126
816,Helga Grimme,1940,Onkel Wanja,2004,125
817,Hema Malini,1948,Sadiyaan: Boundaries Divide... Love Unites,2010,200
818,Hema Malini,1948,Sholay 3D,2014,204
819,Hema Malini,1948,Gautamiputra Satakarni,2017,131
820,Henriqueta Brieba,1901,O Primo Basílio,1988,202
821,Hermine Körner,1878,Die Irre von Chaillot,1959,145
822,Hermine Körner,1878,Legende eines Lebens,1954,128
823,Hermione Gingold,1897,The Music Man,1962,151
824,Herta Böhm,1911,Florian,1990,225
825,Hetty Beck,1888,Jane Eyre,1958,137
826,Hilda Gobbi,1913,Csirkefej,2008,154
827,Hilde Hildebrand,1897,Colombe,1958,130
828,Hilde Konetzni,1905,Der Barbier von Sevilla,1968,158
829,Hildur Carlberg,1843,Ingmarssönerna,1919,207
830,Hilkka Ollikainen,1928,Kiinnisidottu,1994,197
831,Hisano Yamaoka,1926,Zennin no joken,1989,123
832,Hjördis Petterson,1908,"Hem, ljuva hem",1978,240
833,Hjördis Petterson,1908,Som vänner,1977,180
834,Hong Pan,1954,A Journey Through Time with Antony,2015,122
835,Hong Pan,1954,Kill Time,2016,128
836,Honor Blackman,1925,Voice of the Heart,1989,192
837,Honor Blackman,1925,Jack and the Beanstalk: The Real Story,2001,180
838,Hédi Temessy,1925,Freytág testvérek,1989,300
839,Hélène Duc,1917,Des cadavres à la pelle,1991,168
840,Hélène Surgère,1928,La moglie nella cornice,1991,300
841,Ida Ehre,1900,Herodes und Mariamne,1965,150
842,Ida Ehre,1900,Wölfe und Schafe,1964,130
843,Ida Kaminska,1899,The Shop on Main Street,1965,128
844,Ilaria Occhini,1934,Don Milani - Il priore di Barbiana,1997,180
845,Ilaria Occhini,1934,La ragazza americana,2011,180
846,Ilka Petur,1912,Irgalom,1973,360
847,Imelda Staunton,1956,National Theatre Live: Edward Albee's Who's Afraid of Virginia Woolf?,2017,198
848,Imelda Staunton,1956,National Theatre Live: Follies,2017,152
849,Indira Joshi,1942,Life Isn't All Ha Ha Hee Hee,2005,180
850,Indra Burkovska,1955,Still River,2018,129
851,Ineko Arima,1932,Tokugawa bugei-chô: Yagyû san-dai no ken,1993,712
852,Ines Aru,1939,Georg,2006,143
853,Inga Brink,1913,Tiger Rag,1989,152
854,Inga Gill,1925,Labyrinten,2000,259
855,Inga Gill,1925,Utan en tråd,1993,180
856,Inga Landgré,1927,Kejsarn av Portugallien,1992,173
857,Inga-Liisa Laukka,1918,Pentti Haanpää,1989,191
858,Inge Birkmann,1915,Wer erschoß Boro?,1987,157
859,Inge Meysel,1910,Die Hebamme,1976,134
860,Ingeborg Lapsien,1926,Ein Unding der Liebe,1988,207
861,Ingrid Bergman,1915,A Woman Called Golda,1982,191
862,Ingrid Caven,1938,The Portuguese Woman,2018,136
863,Ingrid Luterkort,1910,The New Country,2000,232
864,Inna Churikova,1943,Khranit vechno,2008,127
865,Inna Churikova,1943,"Vivat, Anna!",2008,157
866,Ioana Ciomârtan,1915,Figurantii,1987,132
867,Irena Malkiewicz,1911,Rodzina Polanieckich,1978,556
868,Irena Maslinska,1918,Jan Serce,1982,612
869,Irene Papas,1926,The Odyssey,1997,176
870,Irene Tedrow,1907,Eleanor and Franklin,1976,203
871,Irina Alfyorova,1951,Poslednee ispytanie,2018,135
872,Irina Balay,1939,One for All,2013,176
873,Irina Bogachova,1939,La dame de pique,2007,178
874,Irina Chipizhenko,1937,Zhena Stalina,2006,176
875,Irina Chipizhenko,1937,Galina,2008,416
876,Irina Chipizhenko,1937,Na odnom dykhanii,2014,184
877,Irina Kupchenko,1948,Uchilka,2015,134
878,Irina Mazurkevich,1956,Tri sestry,2017,133
879,Irina Pechernikova,1945,Poslednyaya reproduktsiya,2008,208
880,Irina Shevchuk,1951,The Other Family,2014,180
881,Irina Shevchuk,1951,Barbie and the Bear,2015,180
882,Irina Sokolova,1940,The Turn of the Century,2001,124
883,Irina Sokolova,1940,Nerazrezannye stranitsy,2015,177
884,Iris Berben,1950,Die Protokollantin,2018,300
885,Irm Hermann,1942,A Woman in Berlin,2008,131
886,Irm Hermann,1942,Two Men in Suits,2018,139
887,Irm Hermann,1942,Faust Sonnengesang,2011,180
888,Irma Christenson,1915,Mäster Olof,1983,310
889,Irma Christenson,1915,Sparvöga,1989,369
890,Irma Dorantes,1934,Las delicias del poder,1999,129
891,Irma P. Hall,1935,Midnight in the Garden of Good and Evil,1997,155
892,Irma Patkós,1900,Devictus Vincit,1994,146
893,Isa Quensel,1905,Drottningens juvelsmycke,1967,266
894,Isa Quensel,1905,Skeppsredaren,1979,300
895,Isabel Dean,1918,A Dangerous Kind of Love,1986,150
896,Isabel Pallarés,1904,Exiliados,1979,121
897,Isabel Ruth,1940,The Uncertainty Principle,2002,133
898,Isabelle Huppert,1953,Elle,2016,130
899,Isabelle Sadoyan,1928,Mother,1991,157
900,Ita Ever,1931,Nadja - Heimkehr in die Fremde,1995,190
901,Iva Zanicchi,1940,My Daughters,2005,400
902,Iwona Bielska,1952,Walesa: Man of Hope,2013,127
903,Iwona Bielska,1952,Polityka,2019,134
904,Izumi Hara,1905,Island of the Evil Spirits,1981,131
905,Izumi Hara,1905,Noyuki yamayuki umibe yuki,1986,135
906,Izumi Hara,1905,Chi no mure,1970,127
907,Jacki Weaver,1947,Silver Linings Playbook,2012,122
908,Jackie Burroughs,1939,Further Tales of the City,2001,180
909,Jacqueline Bisset,1944,Summer Solstice,2005,132
910,Jacqueline Bisset,1944,Welcome to New York,2014,125
911,Jacqueline Chan,1939,National Theatre Live: Allelujah!,2018,170
912,Jacqueline Clarke,1942,National Theatre Live: Allelujah!,2018,170
913,Jacqueline Gauthier,1918,Comédie pour un meurtre,1981,135
914,Jacqueline Laurence,1932,Butterfly,1995,180
915,Jadwiga Baranska,1935,Chopin. Pragnienie milosci,2002,134
916,Jadwiga Chojnacka,1905,Chlopi,1972,653
917,Jadwiga Kuryluk,1912,Jan Serce,1982,612
918,Jana Altmanová,1944,Babovresky,2013,133
919,Jana Hlavácová,1938,Famílie,2010,126
920,Jane Alderman,1939,Dustclouds,2007,142
921,Jane Asher,1946,An American in Paris: The Musical,2018,160
922,Jane Darwell,1879,The Grapes of Wrath,1940,129
923,Jane Eccles,1895,Saki,1962,480
924,Jane Fonda,1937,Lee Daniels' The Butler,2013,132
925,Jane Fonda,1937,Youth,2015,124
926,Jane Hoffman,1911,Sybil,1976,198
927,Jane Marken,1895,Maxime,1958,124
928,Jane Sourza,1902,La perruche et le poulet,1969,146
929,Jane Tilden,1910,Der Aufbruch,1994,125
930,Jane Wood,1943,The Take,2009,180
931,Jane Wyman,1917,The Incredible Journey of Doctor Meg Laurel,1979,145
932,Janet Henfrey,1935,My Uncle Silas,2001,140
933,Janet Henfrey,1935,Attila,2001,177
934,Janet Henfrey,1935,Tipping the Velvet,2002,177
935,Janet Suzman,1939,Labyrinth,2012,180
936,Jarmila Bursová,1929,Babovresky,2013,133
937,Jarmila Kronbauerová,1893,Jejich den,1962,130
938,Jarmila Kurandová,1890,Granny,1971,163
939,Jaroslava Adamová,1925,Zelary,2003,150
940,Jaroslava Pokorná,1946,Burning Bush,2013,231
941,Jaroslava Pokorná,1946,Wyrd Sisters,2007,148
942,Jaroslava Pokorná,1946,Maskerade,2009,165
943,Jaya Bachchan,1948,Irandam Ulagam,2013,158
944,Jaya Bachchan,1948,Ki & Ka,2016,126
945,Jayasudha,1958,Oorantha Anukuntunnaru,2019,144
946,Jayne County,1947,Punk Revolution NYC,2011,192
947,Jean Anderson,1907,The Beggar Bride,1997,150
948,Jean Anderson,1907,Little Women,1970,225
949,Jean Anderson,1907,Fathers and Sons,1971,180
950,Jean Heywood,1921,The Glass Virgin,1995,180
951,Jean Heywood,1921,Cover Her Face,1985,291
952,Jeanne Bates,1918,Mulholland Dr.,2001,147
953,Jeanne Brindeau,1860,Michel Strogoff,1926,168
954,Jeanne Moreau,1928,The Suspended Step of the Stork,1991,143
955,Jeanne Moreau,1928,Balzac: A Passionate Life,1999,240
956,Jeanne Moreau,1928,Anna Karamazoff,1991,125
