,name,born,primary_title,premiered,runtime_minutes
957,Jeanne Moreau,1928,La contessa di Castiglione,2006,180
958,Jeanne Moreau,1928,A Cursed Monarchy,2005,500
959,Jeanne Moreau,1928,Sous les vents de Neptune,2008,180
960,Jeanne Verstraete,1912,De weg,1983,660
961,Jeannie Berlin,1949,The Night Of,2016,525
962,Jeannie Lou,1950,MILFTugs.com 1,2012,146
963,Jeannie Lou,1950,MILFTugs.com 3,2013,161
964,Jelena Zigon,1933,Evropesma - Evropjesma 2006,2006,240
965,Jennifer Minetti,1940,Faust Sonnengesang,2011,180
966,Jenny Van Santvoort,1899,Tartuffe,1965,125
967,Jessamine Milner,1894,Sybil,1976,198
968,Jessica Tandy,1909,Butley,1974,129
969,Jessica Tandy,1909,The Bostonians,1984,122
970,Jessica Tandy,1909,Fried Green Tomatoes,1991,130
971,Jessie Matthews,1907,Edward & Mrs. Simpson,1978,350
972,Jessie Royce Landis,1896,North by Northwest,1959,136
973,Jill Summers,1910,This Year Next Year,1977,780
974,Jirina Jirásková,1931,Famílie,2010,126
975,Jo Van Fleet,1915,The Tenant,1976,126
976,JoBeth Williams,1948,Love's Christmas Journey,2011,172
977,Joan Blondell,1906,Opening Night,1977,144
978,Joan Fontaine,1917,Crossings,1986,269
979,Joan Greenwood,1921,Ellis Island,1984,420
980,Joan Greenwood,1921,Little Dorrit,1987,357
981,Joan Hickson,1906,Miss Marple: A Murder Is Announced,1985,153
982,Joan Hickson,1906,The Brighton Belle,1972,180
983,Joan Plowright,1929,Dance with Me,1998,126
984,Joan Scott,1920,Killer,1983,150
985,Joan Sutherland,1926,Les huguenots,1990,200
986,Joana Maria Gorvin,1922,Schlusschor,1993,123
987,Joana Popovska,1943,Mocking Of Christ,2018,152
988,Joanne Woodward,1930,Empire Falls,2005,197
989,Johanna Hofer,1896,Die Alkestiade,1958,125
990,Johanna Hofer,1896,Seniorenschweiz,1976,121
991,Johanna Hofer,1896,Drei Schwestern,1986,205
992,Johanna Hofer,1896,Hedda Gabler,1978,155
993,Jole Silvani,1910,City of Women,1980,139
994,Josefina Echánove,1927,Rubí,2004,210
995,Josephine Crowell,1859,The Merry Widow,1925,137
996,Joy Harington,1914,Rough Justice,1977,300
997,Joyce DeWitt,1949,Rock Story,2015,130
998,Judi Dench,1934,Chocolat,2000,121
999,Judi Dench,1934,Into the Arms of Strangers: Stories of the Kindertransport,2000,122
1000,Judi Dench,1934,Casino Royale,2006,144
1001,Judi Dench,1934,Cranford,2007,469
1002,Judi Dench,1934,Skyfall,2012,143
1003,Judi Dench,1934,The Best Exotic Marigold Hotel,2011,124
1004,Judi Dench,1934,Miss Peregrine's Home for Peculiar Children,2016,127
1005,Judi Dench,1934,The Second Best Exotic Marigold Hotel,2015,122
1006,Judi Dench,1934,Rio 2016 Olympic Games Opening Ceremony,2016,234
1007,Judith Magre,1926,La milliardaire,1991,263
1008,Judith Malina,1926,Household Saints,1993,124
1009,Judy Parfitt,1935,The Long Firm,2004,220
1010,Judy Parfitt,1935,Little Dorrit,2008,420
1011,Judy Parfitt,1935,Up the Women,2013,174
1012,Julia Caba Alba,1912,La venganza de Don Mendo,1979,121
1013,Julia McKenzie,1938,Cranford,2007,469
1014,Julia McKenzie,1938,The Casual Vacancy,2015,180
1015,Julie Harris,1925,Gorillas in the Mist,1988,129
1016,Julie Harris,1925,The Civil War,1990,680
1017,Julie Harris,1925,The Dark Half,1993,122
1018,Julie Harris,1925,Scarlett,1994,360
1019,Julie Harris,1925,Frank Lloyd Wright,1998,146
1020,Julie Walters,1950,The Hollow Crown,2012,150
1021,Julie Walters,1950,National Treasure,2016,192
1022,Julienne Paroli,1882,Les Misérables,1958,210
1023,Juliet Mills,1941,Four Seasons,2008,360
1024,Juliet Stevenson,1956,Hamlet,2018,191
1025,Juliette Gréco,1927,Jedermanns Fest,2002,173
1026,Juliette Huot,1912,Les Plouffe,1981,227
1027,Jun Fubuki,1952,Before the Vigil,2013,138
1028,Jun Fubuki,1952,Midsummer's Equation,2013,129
1029,Jun Fubuki,1952,I Just Wanna Hug You,2014,122
1030,Jun Fubuki,1952,Date: Koi to Wa Donna Mono Kashira - Summer 2015 Hito,2015,128
1031,Jun Fubuki,1952,Mukoku,2017,125
1032,Jun Fubuki,1952,Restaurant from the Sky,2019,126
1033,June Bailey,1932,The Politician's Husband,2013,180
1034,June Whitfield,1925,Wyrd Sisters,1997,140
1035,Józefa Modzelewska,1865,Zew morza,1927,126
1036,K.B. Sundarambal,1908,Thunaivan,1969,155
1037,K.R. Vijaya,1948,100% Love,2011,141
1038,Kamini Kaushal,1927,Chori Chori,2003,135
1039,Kanchana,1939,Arjun Reddy,2017,182
1040,Kaoru Futaba,1871,Uma,1941,129
1041,Kaoru Yachigusa,1931,Saiyûki,1993,140
1042,Kaoru Yachigusa,1931,Toad's Oil,2009,131
1043,Kaoru Yachigusa,1931,Don't Lose Heart,2013,128
1044,Kapitalina Eric,1919,Tri sestre,1982,169
1045,Kapitolina Ilyenko,1904,Vkhod v labirint,1990,345
1046,Karen Berg,1906,Den stundesløse,1973,125
1047,Karen Lynn Gorney,1945,Therapy,2007,141
1048,Karin Hardt,1910,Lichtspiele am Preussenkorso,1975,290
1049,Karolina Lubienska,1905,The Story of Sin,1975,130
1050,Kate Lester,1857,The Hunchback of Notre Dame,1923,133
1051,Katerina Evro,1956,Patuvashto kino,2019,125
1052,Katharina Brauren,1910,Elisabeth von England,1983,125
1053,Katharina Thalbach,1954,Ich war noch niemals in New York,2019,128
1054,Katharine Hepburn,1907,The Lion in Winter,1968,134
1055,Katharine Hepburn,1907,The Madwoman of Chaillot,1969,132
1056,Katharine Hepburn,1907,A Delicate Balance,1973,133
1057,Katherine Helmond,1929,Liz: The Elizabeth Taylor Story,1995,210
1058,Kathy Baker,1950,Machine Gun Preacher,2011,129
1059,Kathy Bates,1948,Alice,2009,184
1060,Kathy Bates,1948,The Highwaymen,2019,132
1061,Katia Ricciarelli,1946,Ma chi l'avrebbe mai detto...,2007,200
1062,Katia Ricciarelli,1946,Faccia d'angelo,2012,190
1063,Katja Salminen,1949,Punainen kolmio,2015,179
1064,Katy Jurado,1924,A Beautiful Secret,2002,130
1065,Kazimiera Utrata,1932,Anna Karenina,2000,360
1066,Kazue Tsunogae,1954,Mystery of the Rose Bouquet,2015,175
1067,Kazuko Yoshiyuki,1935,Departures,2008,130
1068,Kazuko Yoshiyuki,1935,Tokyo Family,2013,146
1069,Kazuko Yoshiyuki,1935,The Little House,2014,136
1070,Kazuko Yoshiyuki,1935,"What a Wonderful Family! 3: My Wife, My Life",2018,123
1071,Keiko Utsumi,1923,Not Forgotten,2000,121
1072,Kerstin Green,1945,Mästerverket,2006,240
1073,Ketty Papanika,1942,Ellas ole... kai tsepes kourele!,2008,123
1074,Khayria Ahmed,1937,Friska,2004,1410
1075,Khayria Ahmed,1937,Meshwar emraa,2004,1380
1076,Khayria Ahmed,1937,There Is No Hope,2008,123
1077,Kieu Chinh,1937,Journey from the Fall,2006,135
1078,Kim Anderzon,1943,Golden Brown Eyes,2007,180
1079,Kim Anderzon,1943,Mera ur kärlekens språk,2009,180
1080,Kim Hunter,1922,Three Sovereigns for Sarah: Part I,1985,171
1081,Kim Hunter,1922,Bloodlines: Murder in the Family,1993,192
1082,Kim Jee-Young,1938,Silenced,2011,125
1083,Kim Jee-Young,1938,The Last Blossom,2011,125
1084,Kimiko Yo,1956,Soshite daremo inakunatta,2017,215
1085,Kin Sugai,1926,That Guy,1999,123
1086,Kin Sugai,1926,My Grandma,2008,123
1087,Kin Sugai,1926,Haru's Journey,2010,134
1088,Kirin Kiki,1943,"Tokyo Tower: Mom and Me, and Sometimes Dad",2007,142
1089,Kirin Kiki,1943,Dots and Lines,2007,278
1090,Kirin Kiki,1943,I Wish,2011,128
1091,Kirin Kiki,1943,Until the Break of Dawn,2012,129
1092,Kirin Kiki,1943,Shoplifters,2018,121
1093,Kirsten Lehfeldt,1952,Europamestrene,2013,211
1094,Kirsten Lehfeldt,1952,Catch the Dream,2013,135
1095,Kirsten Rolffes,1928,The Kingdom,1994,561
1096,Kitty Janssen,1930,Bij nader inzien,1991,300
1097,Klara Luchko,1925,Vozvrashchenie Budulaya,1986,300
1098,Klara Luchko,1925,Voydi v kazhdyy dom,1990,345
1099,Klári Tolnay,1914,Nök apróban,1980,136
1100,Kotoe Hatsui,1929,Kuchita teoshi guruma,2014,134
1101,Krista Stadler,1942,Der Atem des Himmels,2010,128
1102,Kristbjörg Kjeld,1935,Fangar,2017,320
1103,Kristiina Halkola,1945,Love and Order,2017,166
1104,Kristina Söderbaum,1912,Karl May,1974,187
1105,Krystyna Feldman,1916,Stella Stellaris,1994,250
1106,Krystyna Kolodziejczyk,1939,Casus belli,2003,125
1107,Kumeko Urabe,1902,Sound of the Tides,1980,127
1108,Kuniko Miyake,1916,Edo no Yôjinbô,1981,1170
1109,Kyôko Maya,1952,Episode #1.6,2019,187
1110,Käthe Gold,1907,Der Tod des Handlungsreisenden,1968,125
1111,Käthe Gold,1907,Karl May,1974,187
1112,Käthe Haack,1897,Lichtspiele am Preussenkorso,1975,290
1113,Käthe Reichel,1926,Die Weihnachtsgans Auguste,1988,135
1114,Käthe Reichel,1926,Florian,1990,225
1115,Käthe Reichel,1926,Faust Sonnengesang,2011,180
1116,Lady Rowlands,1904,A Woman Under the Influence,1974,155
1117,Laila Räikkä,1943,Pintaa syvemmältä,2015,288
1118,Lakshmi,1952,Vamshoddharaka,2015,152
1119,Lala Lloyd,1911,David Copperfield,1974,300
1120,Lalita Pawar,1916,Nauker,1979,126
1121,Lalita Pawar,1916,Bai Chale Sasariye,1988,151
1122,Lalita Pawar,1916,Kali Ghata,1980,131
1123,Lalita Pawar,1916,Ram Tere Kitne Nam,1985,157
1124,Lalita Pawar,1916,Zalzala,1988,169
1125,Lalita Pawar,1916,Dikri Chali Sasareia,1985,142
1126,Lalla Ward,1951,Doctor Who: Shada,2017,138
1127,Larisa Leonova,1941,One for All,2013,176
1128,Larisa Malevannaya,1939,Apostol,2008,600
1129,Larisa Malevannaya,1939,Piterskie Kanikuly,2009,137
1130,Laura Betti,1927,Bonjour la galère,1991,180
1131,Laura Carli,1906,I fratelli Karamazov,1969,350
1132,Lauren Bacall,1924,The Mirror Has Two Faces,1996,126
1133,Lauren Bacall,1924,Too Rich: The Secret Life of Doris Duke,1999,170
1134,Lauren Bacall,1924,Dogville,2003,178
1135,Leah L'Amour,1952,Horny 50 Plus MILFs 4,2016,196
1136,Leah L'Amour,1952,60 Plus MILFs 7,2016,126
1137,Lee Joo-Shil,1944,Punch Lady,2007,121
1138,Leela Mishra,1908,Bada Kabutar,1973,144
1139,Leela Mishra,1908,Abodh,1984,132
1140,Leela Mishra,1908,Kinara,1977,139
1141,Leela Mishra,1908,Ghungroo Ki Awaaz,1981,138
1142,Leela Mishra,1908,Sawan Ko Aane Do,1979,153
1143,Leela Mishra,1908,Do Raha,1971,130
1144,Leelavathi,1938,Swaathi Mutthu,2003,159
1145,Leelavathi,1938,Kalyug Ka Pandav,1999,165
1146,Leena Uotila,1947,Married to a Lie,2008,176
1147,Leena Uotila,1947,Hideaway,2010,150
1148,Leila Durante,1925,Lo zio d'America,2002,480
1149,Lena Brogren,1929,Solbacken: Avd. E,2003,293
1150,Lena Granhagen,1938,The Wide Net,2000,176
1151,Lena-Pia Bernhardsson,1945,Torpedo,2007,190
1152,Leny Andrade,1943,Alabê de Jerusalém,2006,252
1153,Lesley Manville,1956,Phantom Thread,2017,130
1154,Leslie Caron,1931,Funny Bones,1995,128
1155,Leslie Easterbrook,1949,Greater,2016,130
1156,Lexi McCain,1947,Horny 50 Plus MILFs 2,2014,210
1157,Lia de Aguiar,1927,A Última Semana,1996,220
1158,Lidiya Fedoseeva-Shukshina,1938,Novyy god v noyabre,2000,176
1159,Lidiya Kartashyova,1881,Deti solntsa,1956,152
1160,Lidiya Smirnova,1915,I snova Aniskin,1978,210
1161,Lidiya Sukharevskaya,1909,Shofyor na odin reys,1981,150
1162,Lidiya Sukharevskaya,1909,Megre i chelovek na skameyke,1973,149
1163,Lidiya Sukharevskaya,1909,Zolotaya kareta,1971,131
1164,Liisi Tandefelt,1936,Purge,2012,125
1165,Lil Terselius,1944,Bibliotekstjuven,2011,180
1166,Lila Kaye,1929,Look at It This Way,1992,180
1167,Lilga Kovanko,1943,Kultainen noutaja,2007,143
1168,Lilia Skala,1896,Eleanor and Franklin,1976,203
1169,Lilia Skala,1896,Episode #1.1,1976,200
1170,Liliane Montevecchi,1932,"Mistinguett, la dernière revue",2001,150
1171,Liliane Rovère,1933,Retrouver Sara,2006,190
1172,Lilita Berzina,1903,Nezakonchennyy uzhin,1981,130
1173,Liliya Gurova,1931,Yunkera,2006,400
1174,Lillete Dubey,1953,One by Two,2014,139
1175,Lillete Dubey,1953,Aksar 2,2017,127
1176,Lilli Palmer,1914,Lotte in Weimar,1975,125
1177,Lilli Palmer,1914,The Boys from Brazil,1978,125
1178,Lillian Ellison,1923,WWF No Mercy,1999,180
1179,Lillian Gish,1893,"Follow Me, Boys!",1966,131
1180,Lily Chakravarty,1941,Choker Bali: A Passion Play,2003,167
1181,Lily Chakravarty,1941,Herbert,2006,142
1182,Lily Chakravarty,1941,Khaad,2014,140
1183,Lily Chakravarty,1941,Rajkahini,2015,160
1184,Lily Chakravarty,1941,Barkane,2002,153
1185,Lin Boyde,1946,MILFTugs.com 2,2012,130
1186,Lin Boyde,1946,Tag-Teaming Grannies 2,2014,126
1187,Lina Bernardi,1938,Johnny the Partisan,2000,135
1188,Lina Bernardi,1938,Cuore di ghiaccio,2006,180
1189,Lina Carstens,1892,Les aventures de Tom Sawyer,1968,360
1190,Lina Carstens,1892,Heinrich,1977,125
1191,Lina Carstens,1892,Emilia Galotti,1960,122
1192,Lina Carstens,1892,Die Heiratskomödie,1955,125
1193,Lina Morgan,1937,El show de la 3,2005,150
1194,Lina Volonghi,1914,Arabella,1980,300
1195,Linda Bassett,1950,National Theatre Live: People,2012,152
1196,Linda Hamilton,1956,Terminator: Dark Fate,2019,128
1197,Linda Marlowe,1940,Jekyll,2007,334
1198,Line Renaud,1928,La grande Béké,1998,199
1199,Line Renaud,1928,Louise et les marchés,1998,180
1200,Line Renaud,1928,Suzie Berton,2004,129
1201,Line Renaud,1928,Nos vies rêvées,2004,200
1202,Line Renaud,1928,A Cursed Monarchy,2005,500
1203,Linnéa Hillberg,1892,Håll polisen utanför,1969,150
1204,Liona Boyd,1949,The Genius of Lenny Breau Remembered,2018,135
1205,Lis Nilheim,1944,Hotelliggaren,2005,126
1206,Lisa Harrow,1943,Jessica,2004,196
1207,Lisa Lu,1927,China: Beyond the Clouds,1994,240
1208,Lisa Lu,1927,A Journey Through Time with Antony,2015,122
1209,Lisa Macheiner,1914,Die unheilige Sophia,1975,213
1210,Lisbet Lundquist,1943,Murk,2005,124
1211,Lise Delamare,1913,La folle de Chaillot,1980,135
1212,Liselott Baumgarten,1906,Hedda Gabler,1980,125
1213,Liya Akhedzhakova,1938,Starye klyachi,2000,130
1214,Liya Akhedzhakova,1938,Andersen. Zhizn bez lyubvi,2006,137
1215,Liya Akhedzhakova,1938,Ptitsa-Gogol,2009,160
1216,Liya Akhedzhakova,1938,A Gentle Creature,2017,143
1217,Liz Smith,1921,Apartment Zero,1988,124
1218,Liz Smith,1921,The Life and Loves of a She-Devil,1986,229
1219,Liz Smith,1921,Between the Sheets,2003,295
1220,Liz Torres,1947,Expecting Love,2009,176
1221,Ljubica Adzovic,1924,Time of the Gypsies,1988,142
1222,Ljubinka Bobic,1897,Gospodja ministarka,1966,138
1223,Lois Ramsey,1922,Poor Man's Orange,1987,190
1224,Lois Smith,1930,Switched at Birth,1991,176
1225,Lola Flores,1923,Juncal,1989,420
1226,Lola Lee,1943,Lesbian Seductions: Older/Younger Vol. 1,2005,168
1227,Loni Heuser,1908,Lichtspiele am Preussenkorso,1975,290
1228,Lorraine Bayly,1937,Through My Eyes,2004,240
1229,Lotte Lang,1900,Katzenspiel,1972,151
1230,Lotte Lenya,1898,Mahagonny,1980,141
1231,Lotte Lenya,1898,Mutter Courage und ihre Kinder - Eine Chronik aus dem Dreißigjährigen Krieg,1965,135
1232,Lotte Loebinger,1905,Kleiner Mann - was nun?,1967,220
1233,Lotte Stein,1894,Colombe,1958,130
1234,Louie Ramsay,1929,Kissing the Gunner's Daughter: Part One,1992,180
1235,Louie Ramsay,1929,Road Rage: Part One,1998,180
1236,Louise Fahlman,1856,Sången om den eldröda blomman,1919,145
1237,Louise Fletcher,1934,Finding Home,2003,124
1238,Louise Latham,1922,Cruel Doubt,1992,187
1239,Luce Fabiole,1892,Les trois soeurs,1974,140
1240,Lucia Bosé,1931,Harem Suare,1999,125
1241,Lucia Chase,1897,American Ballet Theatre: Swan Lake,1976,180
1242,Lucille Ball,1911,Mame,1974,132
1243,Lucita Soriano,1940,Woman of Breakwater,2003,124
1244,Lucy Gallardo,1929,How the Garcia Girls Spent Their Summer,2005,128
1245,Lucy Millowitsch,1905,Der Meisterboxer,1968,123
1246,Ludmila Lysova,1924,Uchastok,2003,630
1247,Luisa Gavasa,1951,El crack cero,2019,122
1248,Luise Heath,1951,Behavioral Family Therapy for Serious Psychiatric Disorders,2013,260
1249,Luise Prasser,1918,Tarabas,1981,218
1250,Luise Ullrich,1910,Eight Hours Don't Make a Day,1972,495
1251,Luminita Gheorghiu,1949,Aurora,2010,181
1252,Luna Azul,1951,Horny 50 Plus MILFs 2,2014,210
1253,Luna Azul,1951,Tag-Teaming Grannies 2,2014,126
1254,Luísa Barbosa,1923,Cá Estão Eles!,1987,180
1255,Lyalya Chyornaya,1909,Raskolotoe nebo,1979,194
1256,Lynn Redgrave,1943,The White Countess,2005,135
1257,Lyubov Dobrzhanskaya,1908,"Ironiya sudby, ili S legkim parom!",1975,192
1258,Lyubov Dobrzhanskaya,1908,Osenniye grozy,1974,121
1259,Lyubov Malinovskaya,1921,"Dzhek Vosmyorkin, amerikanets",1986,158
1260,Lyubov Orlova,1902,Skvorets i Lira,1974,142
1261,Lyubov Sokolova,1921,Zemlya moyego detstva,1986,160
1262,Lyubov Sokolova,1921,Vo boru brusnika,1989,162
1263,Lyubov Sokolova,1921,Osenniye utrenniki,1985,132
1264,Lyudmila Antonyuk,1921,Tsenzuru k pamyati ne dopuskayu,1992,127
1265,Lyudmila Arinina,1926,Grekh,1991,130
1266,Lyudmila Arinina,1926,Starye pesni o glavnom 2,1997,123
1267,Lyudmila Arinina,1926,Selo Stepanchikovo i ego obitateli,1989,180
1268,Lyudmila Arinina,1926,Smotryashiy vniz,2002,198
1269,Lyudmila Arinina,1926,Rok-n-roll dlya printsess,1990,143
1270,Lyudmila Chursina,1941,Poteryavshye solntse,2005,312
1271,Lyudmila Gavrilova,1951,Tochka vzryva,2013,176
1272,Lyudmila Gnilova,1944,Wild,2009,736
1273,Lyudmila Gurchenko,1935,Starye klyachi,2000,130
1274,Lyudmila Gurchenko,1935,Stealing Tarantino,2006,352
1275,Lyudmila Gurchenko,1935,12 stulev,2004,164
1276,Lyudmila Kasatkina,1925,Radosti zemnye,1988,471
1277,Lyudmila Polyakova,1939,The Shore,2013,176
1278,Lyudmila Polyakova,1939,Tri sestry,2017,133
1279,Lyudmila Shagalova,1923,Peppi Dlinnyychulok,1984,134
1280,Lyudmila Zaytseva,1946,Pozvoni v moyu dver,2008,200
1281,Macha Méril,1940,Le bal des secrets,2013,225
1282,Madeleine Christie,1904,Scotch on the Rocks,1973,215
1283,Madeleine Clervanne,1897,David Copperfield,1965,138
1284,Madeleine Clervanne,1897,La toile d'araignée,1969,131
1285,Madeleine Damien,1901,Le système Fabrizzi,1967,154
1286,Madeleine Marie,1914,Arthur Rimbaud - Une biographie,1991,141
1287,Madeleine Marie,1914,Peer Gynt,1981,347
1288,Madeleine Robinson,1917,Seven Days in January,1979,124
1289,Madeleine Robinson,1917,Camille Claudel,1988,175
1290,Madeleine Robinson,1917,L'affaire Seznec,1993,196
1291,Madeleine Robinson,1917,Mozart,1982,150
1292,Madhabi Mukherjee,1942,Hing Ting Chot,2010,122
1293,Madhabi Mukherjee,1942,Je Jon Thake Majhkhane,2006,124
1294,Madhur Jaffrey,1933,Cotton Mary,1999,124
1295,Mado Maurin,1915,The Poisoner,2006,187
1296,Mado Maurin,1915,"Sexe, magouilles et culture générale",2005,136
1297,Mag-Avril,1899,Le huguenot récalcitrant,1969,125
1298,Magali Noël,1932,La source des Sarrazins,2002,155
1299,Magda Bäumken,1890,Das Herrschaftskind,1955,150
1300,Magda Kohut,1928,Égetö Eszter,1989,300
1301,Magdalena Flores,1924,Japón,2002,130
1302,Magdalene St. Michaels,1957,Confessions of a Sinful Nun Volume 2: The Rise of Sister Mona,2019,155
1303,Maggie Smith,1934,Harry Potter and the Sorcerer's Stone,2001,152
1304,Maggie Smith,1934,Gosford Park,2001,131
1305,Maggie Smith,1934,The Best Exotic Marigold Hotel,2011,124
1306,Maggie Smith,1934,The Second Best Exotic Marigold Hotel,2015,122
1307,Maggie Smith,1934,Downton Abbey,2019,122
1308,Mairi Hronopoulou,1933,Towards Freedom,1996,130
1309,Maj Lindström,1922,Åshöjdens BK,1985,345
1310,Maj Lindström,1922,Liten Tuva,1985,180
1311,Majel Barrett,1932,Star Trek II: Retribution,2012,197
1312,Majel Barrett,1932,Star Trek III: Redemption,2013,252
1313,Mamata Shankar,1955,Shesher Golpo,2019,122
1314,Mamata Shankar,1955,Bridge,2016,125
1315,Manami Fuji,1938,Happy Family Plan,2000,121
1316,Mandi McGraw,1940,Horny Grannies Love to Fuck 9,2015,157
1317,Mandi McGraw,1940,Your Mother's Mother,2018,138
1318,Manorama,1926,Idu Namma Alu,1988,166
1319,Manorama,1926,Anbe Anbe,2003,139
1320,Manuela Maria,1935,"A Canção de Lisboa, o Musical",2008,125
1321,Manuela de Freitas,1940,Come and Go,2003,175
1322,Mao Daichi,1956,Soshite daremo inakunatta,2017,215
1323,Mara Zampieri,1941,La traviata: Melodramma in tre atti,2013,149
1324,Marcelle Praince,1882,The Seven Deadly Sins,1952,148
1325,Marcia Rodd,1940,Hellman v. McCarthy,2014,152
1326,Marcia Warren,1943,Twenty Thousand Streets Under the Sky,2005,150
1327,Marcia Warren,1943,Edge of Heaven,2014,360
1328,Marga van Rooy,1942,Vrou soek boer,2014,123
1329,Margara Alonso,1928,El caso María Soledad,1993,125
1330,Margareta Bergfeldt,1916,Torsten och Greta,1983,420
1331,Margaretha Krook,1925,Kära farmor,1990,355
1332,Margarita Lozano,1931,Octavia,2002,130
1333,Margery Mason,1913,Shake Hands Forever: Part One,1988,142
1334,Margery Mason,1913,Reckless,1997,310
1335,Margery Withers,1905,Oranges Are Not the Only Fruit,1989,165
1336,Margit Ladomerszky,1904,Tündérlaki lányok,1970,125
1337,Margit Lukács,1914,Kentavry,1979,140
1338,Margit Lukács,1914,A különc,1980,123
1339,Margita Lopatova,1920,Domov,1985,180
1340,Margot Cottens,1922,"¡Mamá, quiero ser artista!",1989,126
1341,Margot Hielscher,1919,Doktor Faustus,1982,179
1342,Margreth Weivers,1926,Dårfinkar & dönickar,1988,168
1343,Margreth Weivers,1926,Solbacken: Avd. E,2003,293
1344,Margrét Helga Jóhannsdóttir,1940,Fangar,2017,320
1345,Marguerite Moreno,1871,Harvest,1937,127
1346,Mari Csomós,1943,Csirkefej,2008,154
1347,Mari Hegyesi,1861,Der junge Medardus,1923,136
1348,Mari Natsuki,1952,The Girl in the Sun,2013,128
1349,Mari Natsuki,1952,Ashura 2003,2015,168
1350,Mari Töröcsik,1935,"Sobri, ponyvafilm",2002,301
1351,Mari Töröcsik,1935,Az a nap a mienk,2002,123
1352,Maria Garland,1889,The Baroness from the Gas Station,1960,122
1353,Maria Hofen,1886,König Richard II,1968,140
1354,Maria Homerska,1925,Wierna rzeka,1987,137
1355,Maria Ioannidou,1943,Ellas ole... kai tsepes kourele!,2008,123
1356,Maria Nicklisch,1904,Onkel Wanja,1989,131
1357,Maria Pastukhova,1918,Tropininy,1981,166
1358,Maria Pia Casilio,1935,L'ispettore Giusti,1999,540
1359,Maria Wimmer,1911,Die Dämonen,1977,373
1360,Maria Wimmer,1911,Die Glasmenagerie,1982,143
1361,Maria do Céu Guerra,1943,Cats Don't Have Vertigo,2014,124
1362,Marian Spencer,1904,Persuasion,1971,225
1363,Marianna Moór,1943,A temetetlen halott,2004,127
1364,Marianne Aminoff,1916,Mäster Olof,1983,310
1365,Marianne Hoppe,1909,Im Hause des Kommerzienrates,1975,130
1366,Marianne Hoppe,1909,Heldenplatz,1989,195
1367,Marianne Lindner,1922,"Zur Sache, Lena!",2008,180
1368,Marie Burke,1894,Seance on a Wet Afternoon,1964,121
1369,Marie-France Pisier,1944,Who Killed Little Red Riding Hood,2009,190
1370,Marie-José Nat,1940,L'année de mes sept ans,2003,151
1371,Marija Crnobori,1918,Gala korisnica: Atelje 212 kroz vekove,1990,129
1372,Mariko Fuji,1955,Soshite daremo inakunatta,2017,215
1373,Mariko Kaga,1943,In His Chart,2011,128
1374,Mariko Kaga,1943,Sakurada Reset Part II,2017,126
1375,Mariko Okada,1933,Women in the Mirror,2002,129
1376,Mariko Okada,1933,Onsen Waka Okami no Satsujin Suiri 28,2014,126
1377,Mariko Okada,1933,Onsen Waka Okami no Satsujin Suiri 27,2014,126
1378,Mariko Okada,1933,Onsen Waka Okami no Satsujin Suiri 26,2013,126
1379,Mariko Okada,1933,Onsen Waka Okami no Satsujin Suiri 24,2012,126
1380,Mariko Okada,1933,Onsen Waka Okami no Satsujin Suiri 23,2012,126
1381,Mariko Okada,1933,Onsen Waka Okami no Satsujin Suiri 22,2012,126
1382,Mariko Okada,1933,Onsen Waka Okami no Satsujin Suiri 21,2009,126
1383,Mariko Okada,1933,Onsen Waka Okami no Satsujin Suiri 20,2009,126
1384,Mariko Okada,1933,Onsen Waka Okami no Satsujin Suiri 19,2008,126
1385,Mariko Okada,1933,Onsen Waka Okami no Satsujin Suiri 18,2007,126
1386,Mariko Okada,1933,Onsen Waka Okami no Satsujin Suiri 17,2006,126
1387,Mariko Okada,1933,Onsen Waka Okami no Satsujin Suiri 16,2006,126
1388,Mariko Okada,1933,Onsen Waka Okami no Satsujin Suiri 15,2005,126
1389,Mariko Okada,1933,Onsen Waka Okami no Satsujin Suiri 14,2004,126
1390,Mariko Okada,1933,Onsen Waka Okami no Satsujin Suiri 13,2003,126
1391,Mariko Okada,1933,Onsen Waka Okami no Satsujin Suiri 12,2003,126
1392,Marina Adashevskaya,1927,Kak v starom detektive,2004,186
1393,Marina Berti,1924,La ragnatela,1991,270
1394,Marina Malfatti,1933,A rischio d'amore,1994,180
1395,Marion Bailey,1951,Mr. Turner,2014,150
1396,Marisa Belli,1933,"Sì, ti voglio bene",1994,270
1397,Marisa Berenson,1947,Branagh Theatre Live: Romeo and Juliet,2016,165
1398,Marisa Merlini,1923,Don Luca,2000,480
1399,Marisa Merlini,1923,Le ali della vita,2000,200
1400,Marisa Merlini,1923,Pazzo d'amore,1999,121
1401,Marisa Paredes,1946,Felipe y Letizia,2010,150
1402,Marisa Paredes,1946,Lines of Wellington,2012,151
1403,Mariví Bilbao,1930,El show de la 3,2005,150
1404,Mariví Bilbao,1930,The 2006 Academy Award Nominated Short Films: Live Action,2007,129
1405,Mariya Barabanova,1911,Vashingtonskiy korrespondent,1973,194
1406,Mariya Kapnist,1914,Bronzovaya ptitsa,1975,201
1407,Mariya Skvortsova,1911,Deti solntsa,1985,180
1408,Marjorie Rambeau,1889,Man of a Thousand Faces,1957,122
1409,Marjukka Halttunen,1942,Rock'n Roll Never Dies,2006,131
1410,Marta Angelat,1953,Miss Dalí,2018,165
1411,Marta Becket,1924,Da Capo,1985,121
